# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr  4 16:08:10 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
# COLUMN st_nspec:       Number of Stellar Spectra Measurements
# COLUMN pl_ntranspec:   Number of Transmission Spectroscopy Measurements
#
loc_rowid,pl_name,hostname,pl_letter,discoverymethod,pl_orbper,pl_radj,pl_massj,pl_dens,pl_eqt,pl_ratror,rowupdate,pl_pubdate,releasedate,st_nspec,pl_ntranspec
16504,Kepler-277 b,Kepler-277,b,Transit,17.32406880,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16505,Kepler-277 c,Kepler-277,c,Transit,33.00600000,0.300,0.20200,,,,2014-05-14,2014-02,2014-05-14,0,0
16506,Kepler-277 c,Kepler-277,c,Transit,33.00600000,0.300,0.12500,,,,2014-05-28,2014-05,2014-05-28,0,0
16507,Kepler-277 c,Kepler-277,c,Transit,33.00669147,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16508,Kepler-277 c,Kepler-277,c,Transit,33.00590000,,,,728,0.01867,2013-10-28,2014-01-08,2013-10-28,0,0
16509,Kepler-277 c,Kepler-277,c,Transit,33.00631850,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16510,Kepler-277 c,Kepler-277,c,Transit,,0.266,,,,,2018-09-04,2018-10,2018-09-06,0,0
16511,Kepler-277 c,Kepler-277,c,Transit,33.00630250,,,,745,0.01510,2014-11-21,2014-12-18,2014-11-21,0,0
16512,Kepler-277 c,Kepler-277,c,Transit,33.00622327,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16513,Kepler-277 c,Kepler-277,c,Transit,33.00631850,,,,778,0.01545,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16514,Kepler-277 c,Kepler-277,c,Transit,33.00630250,,,,745,0.01510,2015-08-25,2015-09-24,2015-08-25,0,0
16515,Kepler-277 c,Kepler-277,c,Transit,33.00630250,,,,745,0.01510,2014-11-18,2014-12-04,2014-11-18,0,0
16516,Kepler-277 c,Kepler-277,c,Transit,33.00630250,0.236,,,,0.01510,2016-05-06,2016-05,2016-05-10,0,0
16517,Kepler-278 b,Kepler-278,b,Transit,30.16021152,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16518,Kepler-278 b,Kepler-278,b,Transit,30.15862717,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16519,Kepler-278 b,Kepler-278,b,Transit,30.15986300,,,,829,0.01319,2015-08-25,2015-09-24,2015-08-25,0,0
16520,Kepler-278 b,Kepler-278,b,Transit,30.15994110,,,,836,0.01361,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16521,Kepler-278 b,Kepler-278,b,Transit,30.15986300,0.347,,,,0.01319,2016-05-06,2016-05,2016-05-10,0,0
16522,Kepler-278 b,Kepler-278,b,Transit,30.15994110,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16523,Kepler-278 b,Kepler-278,b,Transit,30.15986300,,,,829,0.01319,2014-11-18,2014-12-04,2014-11-18,0,0
16524,Kepler-278 b,Kepler-278,b,Transit,,0.375,,,,,2018-09-04,2018-10,2018-09-06,0,0
16525,Kepler-278 b,Kepler-278,b,Transit,30.15986300,,,,829,0.01319,2014-11-21,2014-12-18,2014-11-21,0,0
16526,Kepler-278 b,Kepler-278,b,Transit,30.16012000,,,,693,0.01469,2013-10-28,2014-01-08,2013-10-28,0,0
16527,Kepler-278 b,Kepler-278,b,Transit,30.15856000,0.409,,,,,2015-05-21,2015-08,2015-05-21,0,0
16528,Kepler-278 b,Kepler-278,b,Transit,30.16054600,0.363,,,,,2014-05-14,2014-03,2014-05-14,0,0
16529,Kepler-278 c,Kepler-278,c,Transit,51.07710480,,,,702,0.01097,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16530,Kepler-278 c,Kepler-278,c,Transit,51.07877500,0.320,,,,,2014-05-14,2014-03,2014-05-14,0,0
16531,Kepler-278 c,Kepler-278,c,Transit,51.07575600,,,,696,0.01048,2015-08-25,2015-09-24,2015-08-25,0,0
16532,Kepler-278 c,Kepler-278,c,Transit,51.07575600,,,,696,0.01048,2014-11-18,2014-12-04,2014-11-18,0,0
16533,Kepler-278 c,Kepler-278,c,Transit,51.07575600,,,,696,0.01048,2014-11-21,2014-12-18,2014-11-21,0,0
16534,Kepler-278 c,Kepler-278,c,Transit,51.08020000,,,,583,0.01106,2013-10-28,2014-01-08,2013-10-28,0,0
16535,Kepler-278 c,Kepler-278,c,Transit,51.07710480,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16536,Kepler-278 c,Kepler-278,c,Transit,,0.303,,,,,2018-09-04,2018-10,2018-09-06,0,0
16537,Kepler-278 c,Kepler-278,c,Transit,51.07632364,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16538,Kepler-278 c,Kepler-278,c,Transit,51.08510000,0.295,,,,,2015-05-21,2015-08,2015-05-21,0,0
16539,Kepler-278 c,Kepler-278,c,Transit,51.07575600,0.267,,,,0.01048,2016-05-06,2016-05,2016-05-10,0,0
16540,Kepler-278 c,Kepler-278,c,Transit,51.07464191,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16541,Kepler-279 b,Kepler-279,b,Transit,12.30968100,0.323,,,,,2014-05-14,2014-03,2014-05-14,0,0
16542,Kepler-279 b,Kepler-279,b,Transit,,0.287,,,,,2018-09-04,2018-10,2018-09-06,0,0
16543,Kepler-279 b,Kepler-279,b,Transit,12.30971360,,,,941,0.02121,2014-11-21,2014-12-18,2014-11-21,0,0
16544,Kepler-279 b,Kepler-279,b,Transit,12.30948895,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16545,Kepler-279 b,Kepler-279,b,Transit,12.30971360,0.328,,,,0.02121,2016-05-06,2016-05,2016-05-10,0,0
16546,Kepler-279 b,Kepler-279,b,Transit,12.30971679,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16547,Kepler-279 b,Kepler-279,b,Transit,12.30966003,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16548,Kepler-279 b,Kepler-279,b,Transit,12.30971700,,,,996,0.01919,2013-10-28,2014-01-08,2013-10-28,0,0
16549,Kepler-279 b,Kepler-279,b,Transit,12.30971360,,,,941,0.02121,2015-08-25,2015-09-24,2015-08-25,0,0
16550,Kepler-279 b,Kepler-279,b,Transit,12.30971360,,,,941,0.02121,2014-11-18,2014-12-04,2014-11-18,0,0
16551,Kepler-279 b,Kepler-279,b,Transit,12.30971679,,,,1104,0.02062,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16552,Kepler-279 c,Kepler-279,c,Transit,35.73432746,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16553,Kepler-279 c,Kepler-279,c,Transit,35.73536160,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16554,Kepler-279 c,Kepler-279,c,Transit,,0.411,,,,,2018-09-04,2018-10,2018-09-06,0,0
16555,Kepler-279 c,Kepler-279,c,Transit,35.73557190,0.500,,,,0.03066,2016-05-06,2016-05,2016-05-10,0,0
16556,Kepler-279 c,Kepler-279,c,Transit,35.73557190,,,,660,0.03066,2014-11-18,2014-12-04,2014-11-18,0,0
16557,Kepler-279 c,Kepler-279,c,Transit,35.74113000,,,,699,0.03085,2013-10-28,2014-01-08,2013-10-28,0,0
16558,Kepler-279 c,Kepler-279,c,Transit,35.73557190,,,,660,0.03066,2014-11-21,2014-12-18,2014-11-21,0,0
16559,Kepler-279 c,Kepler-279,c,Transit,35.73600000,0.384,0.15500,,,,2014-05-14,2014-02,2014-05-14,0,0
16560,Kepler-279 c,Kepler-279,c,Transit,35.73500000,0.491,0.02328,0.30000,,,2018-06-26,2017-07,2018-06-21,0,0
16561,Kepler-279 c,Kepler-279,c,Transit,35.73536160,,,,774,0.02954,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16562,Kepler-279 c,Kepler-279,c,Transit,35.73557190,,,,660,0.03066,2015-08-25,2015-09-24,2015-08-25,0,0
16563,Kepler-279 d,Kepler-279,d,Transit,54.42054070,0.425,,,,0.02745,2016-05-06,2016-05,2016-05-10,0,0
16564,Kepler-279 d,Kepler-279,d,Transit,54.42054070,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16565,Kepler-279 d,Kepler-279,d,Transit,54.41605504,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16566,Kepler-279 d,Kepler-279,d,Transit,54.41400000,0.384,0.01416,0.30000,,,2018-06-26,2017-07,2018-06-21,0,0
16567,Kepler-279 d,Kepler-279,d,Transit,54.42054070,,,,574,0.02745,2014-11-21,2014-12-18,2014-11-21,0,0
16568,Kepler-279 d,Kepler-279,d,Transit,54.39950000,,,,607,0.02280,2013-10-28,2014-01-08,2013-10-28,0,0
16569,Kepler-279 d,Kepler-279,d,Transit,,0.382,,,,,2018-09-04,2018-10,2018-09-06,0,0
16570,Kepler-279 d,Kepler-279,d,Transit,54.41400000,0.277,0.11800,,,,2014-05-14,2014-02,2014-05-14,0,0
16571,Kepler-279 d,Kepler-279,d,Transit,54.42054070,,,,574,0.02745,2014-11-18,2014-12-04,2014-11-18,0,0
16572,Kepler-279 d,Kepler-279,d,Transit,54.42054070,,,,574,0.02745,2015-08-25,2015-09-24,2015-08-25,0,0
16573,Kepler-28 b,Kepler-28,b,Transit,5.91200000,0.261,0.02800,,,,2014-05-28,2014-05,2014-05-28,0,0
16574,Kepler-28 b,Kepler-28,b,Transit,,0.176,,,,,2018-09-04,2018-10,2018-09-06,0,0
16575,Kepler-28 b,Kepler-28,b,Transit,5.91226830,,,,585,0.03077,2014-11-21,2014-12-18,2014-11-21,0,0
16576,Kepler-28 b,Kepler-28,b,Transit,5.91226830,,,,585,0.03077,2014-11-18,2014-12-04,2014-11-18,0,0
16577,Kepler-28 b,Kepler-28,b,Transit,5.91227323,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16578,Kepler-28 b,Kepler-28,b,Transit,5.91227219,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16579,Kepler-28 b,Kepler-28,b,Transit,5.91230000,0.321,1.51000,,,,2014-05-14,2012-04,2014-05-14,0,0
16580,Kepler-28 b,Kepler-28,b,Transit,5.91227323,,,,585,0.02783,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16581,Kepler-28 b,Kepler-28,b,Transit,5.91226830,,,,585,0.03077,2015-08-25,2015-09-24,2015-08-25,0,0
16582,Kepler-28 b,Kepler-28,b,Transit,5.91226200,,,,694,0.03110,2013-10-28,2014-01-08,2013-10-28,0,0
16583,Kepler-28 b,Kepler-28,b,Transit,5.91226830,0.215,,,,0.03077,2016-05-06,2016-05,2016-05-10,0,0
16584,Kepler-28 b,Kepler-28,b,Transit,5.91212988,0.166,,,583,0.03000,2016-02-24,2012-05,2016-02-25,0,0
16585,Kepler-28 c,Kepler-28,c,Transit,8.98581901,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16586,Kepler-28 c,Kepler-28,c,Transit,8.98600000,0.247,0.03400,,,,2014-05-28,2014-05,2014-05-28,0,0
16587,Kepler-28 c,Kepler-28,c,Transit,,0.168,,,,,2018-09-04,2018-10,2018-09-06,0,0
16588,Kepler-28 c,Kepler-28,c,Transit,8.98584768,,,,509,0.03111,2014-11-21,2014-12-18,2014-11-21,0,0
16589,Kepler-28 c,Kepler-28,c,Transit,8.98596954,0.154,,,507,0.02800,2016-02-24,2012-05,2016-02-25,0,0
16590,Kepler-28 c,Kepler-28,c,Transit,8.98581901,,,,509,0.02653,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16591,Kepler-28 c,Kepler-28,c,Transit,8.98580000,0.303,1.36000,,,,2014-05-14,2012-04,2014-05-14,0,0
16592,Kepler-28 c,Kepler-28,c,Transit,8.98584768,,,,509,0.03111,2015-08-25,2015-09-24,2015-08-25,0,0
16593,Kepler-28 c,Kepler-28,c,Transit,8.98570000,,,,604,0.02900,2013-10-28,2014-01-08,2013-10-28,0,0
16594,Kepler-28 c,Kepler-28,c,Transit,8.98584768,0.215,,,,0.03111,2016-05-06,2016-05,2016-05-10,0,0
16595,Kepler-28 c,Kepler-28,c,Transit,8.98584700,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16596,Kepler-28 c,Kepler-28,c,Transit,8.98584768,,,,509,0.03111,2014-11-18,2014-12-04,2014-11-18,0,0
16597,Kepler-280 b,Kepler-280,b,Transit,2.13955650,,,,1314,0.01514,2014-11-18,2014-12-04,2014-11-18,0,0
16598,Kepler-280 b,Kepler-280,b,Transit,,0.144,,,,,2018-09-04,2018-10,2018-09-06,0,0
16599,Kepler-280 b,Kepler-280,b,Transit,2.13955650,,,,1314,0.01514,2015-08-25,2015-09-24,2015-08-25,0,0
16600,Kepler-280 b,Kepler-280,b,Transit,2.13953869,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16601,Kepler-280 b,Kepler-280,b,Transit,2.13955630,,,,1425,0.01496,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16602,Kepler-280 b,Kepler-280,b,Transit,2.13955650,,,,1314,0.01514,2014-11-21,2014-12-18,2014-11-21,0,0
16603,Kepler-280 b,Kepler-280,b,Transit,2.13954200,0.129,,,,,2014-05-14,2014-03,2014-05-14,0,0
16604,Kepler-280 b,Kepler-280,b,Transit,2.13956400,,,,1311,0.01496,2013-10-28,2014-01-08,2013-10-28,0,0
16605,Kepler-280 b,Kepler-280,b,Transit,2.13955119,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16606,Kepler-280 b,Kepler-280,b,Transit,2.13955630,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16607,Kepler-280 b,Kepler-280,b,Transit,2.13955650,0.136,,,,0.01514,2016-05-06,2016-05,2016-05-10,0,0
16608,Kepler-280 c,Kepler-280,c,Transit,4.80709959,,,,1004,0.01970,2014-11-21,2014-12-18,2014-11-21,0,0
16609,Kepler-280 c,Kepler-280,c,Transit,4.80709959,,,,1004,0.01970,2015-08-25,2015-09-24,2015-08-25,0,0
16610,Kepler-280 c,Kepler-280,c,Transit,4.80710325,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16611,Kepler-280 c,Kepler-280,c,Transit,4.80707800,,,,1000,0.02570,2013-10-28,2014-01-08,2013-10-28,0,0
16612,Kepler-280 c,Kepler-280,c,Transit,4.80709100,0.179,,,,,2014-05-14,2014-03,2014-05-14,0,0
16613,Kepler-280 c,Kepler-280,c,Transit,4.80710325,,,,1088,0.02510,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16614,Kepler-280 c,Kepler-280,c,Transit,4.80709959,,,,1004,0.01970,2014-11-18,2014-12-04,2014-11-18,0,0
16615,Kepler-280 c,Kepler-280,c,Transit,,0.242,,,,,2018-09-04,2018-10,2018-09-06,0,0
16616,Kepler-280 c,Kepler-280,c,Transit,4.80710342,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16617,Kepler-280 c,Kepler-280,c,Transit,4.80709959,0.182,,,,0.01970,2016-05-06,2016-05,2016-05-10,0,0
16618,Kepler-280 c,Kepler-280,c,Transit,4.80709998,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16619,Kepler-281 b,Kepler-281,b,Transit,14.64627064,,,,694,0.02413,2014-11-18,2014-12-04,2014-11-18,0,0
16620,Kepler-281 b,Kepler-281,b,Transit,14.64627064,,,,694,0.02413,2014-11-21,2014-12-18,2014-11-21,0,0
16621,Kepler-281 b,Kepler-281,b,Transit,14.64613058,,,,694,0.02299,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16622,Kepler-281 b,Kepler-281,b,Transit,14.64613058,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16623,Kepler-281 b,Kepler-281,b,Transit,14.64614111,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16624,Kepler-281 b,Kepler-281,b,Transit,14.64633684,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16625,Kepler-281 b,Kepler-281,b,Transit,14.64600800,0.252,,,,,2014-05-14,2014-03,2014-05-14,0,0
16626,Kepler-281 b,Kepler-281,b,Transit,14.64627064,,,,694,0.02413,2015-08-25,2015-09-24,2015-08-25,0,0
16627,Kepler-281 b,Kepler-281,b,Transit,14.64627064,0.215,,,,0.02413,2016-05-06,2016-05,2016-05-10,0,0
16628,Kepler-281 b,Kepler-281,b,Transit,,0.289,,,,,2018-09-04,2018-10,2018-09-06,0,0
16629,Kepler-281 b,Kepler-281,b,Transit,14.64613000,,,,676,0.02396,2013-10-28,2014-01-08,2013-10-28,0,0
16630,Kepler-281 c,Kepler-281,c,Transit,36.33730238,,,,513,0.05587,2015-08-25,2015-09-24,2015-08-25,0,0
16631,Kepler-281 c,Kepler-281,c,Transit,36.33725707,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16632,Kepler-281 c,Kepler-281,c,Transit,36.33750453,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16633,Kepler-281 c,Kepler-281,c,Transit,36.33750453,,,,513,0.05488,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16634,Kepler-281 c,Kepler-281,c,Transit,36.33737300,0.474,,,,,2014-05-14,2014-03,2014-05-14,0,0
16635,Kepler-281 c,Kepler-281,c,Transit,,0.691,,,,,2018-09-04,2018-10,2018-09-06,0,0
16636,Kepler-281 c,Kepler-281,c,Transit,36.33730238,,,,513,0.05587,2014-11-18,2014-12-04,2014-11-18,0,0
16637,Kepler-281 c,Kepler-281,c,Transit,36.33730238,,,,513,0.05587,2014-11-21,2014-12-18,2014-11-21,0,0
16638,Kepler-281 c,Kepler-281,c,Transit,36.33767000,,,,499,0.05391,2013-10-28,2014-01-08,2013-10-28,0,0
16639,Kepler-281 c,Kepler-281,c,Transit,36.33755487,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16640,Kepler-281 c,Kepler-281,c,Transit,36.33730238,0.506,,,,0.05587,2016-05-06,2016-05,2016-05-10,0,0
16641,Kepler-282 b,Kepler-282,b,Transit,9.22068890,,,,868,0.01078,2014-11-21,2014-12-18,2014-11-21,0,0
16642,Kepler-282 b,Kepler-282,b,Transit,,0.122,,,,,2018-09-04,2018-10,2018-09-06,0,0
16643,Kepler-282 b,Kepler-282,b,Transit,9.22068890,,,,868,0.01078,2014-11-18,2014-12-04,2014-11-18,0,0
16644,Kepler-282 b,Kepler-282,b,Transit,9.22076910,,,,817,0.01074,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16645,Kepler-282 b,Kepler-282,b,Transit,9.22046636,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16646,Kepler-282 b,Kepler-282,b,Transit,9.22076910,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16647,Kepler-282 b,Kepler-282,b,Transit,9.22123000,,,,910,0.01189,2013-10-28,2014-01-08,2013-10-28,0,0
16648,Kepler-282 b,Kepler-282,b,Transit,9.22068890,,,,868,0.01078,2015-08-25,2015-09-24,2015-08-25,0,0
16649,Kepler-282 b,Kepler-282,b,Transit,9.22068890,0.095,,,,0.01078,2016-05-06,2016-05,2016-05-10,0,0
16650,Kepler-282 b,Kepler-282,b,Transit,9.22052400,0.090,,,,,2014-05-14,2014-03,2014-05-14,0,0
16651,Kepler-282 c,Kepler-282,c,Transit,13.63952500,0.112,,,,0.01261,2016-05-06,2016-05,2016-05-10,0,0
16652,Kepler-282 c,Kepler-282,c,Transit,13.63952500,,,,762,0.01261,2014-11-21,2014-12-18,2014-11-21,0,0
16653,Kepler-282 c,Kepler-282,c,Transit,13.63822980,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16654,Kepler-282 c,Kepler-282,c,Transit,,0.131,,,,,2018-09-04,2018-10,2018-09-06,0,0
16655,Kepler-282 c,Kepler-282,c,Transit,13.63872300,0.107,,,,,2014-05-14,2014-03,2014-05-14,0,0
16656,Kepler-282 c,Kepler-282,c,Transit,13.63952500,,,,762,0.01261,2014-11-18,2014-12-04,2014-11-18,0,0
16657,Kepler-282 c,Kepler-282,c,Transit,13.63966480,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16658,Kepler-282 c,Kepler-282,c,Transit,13.63966480,,,,717,0.01159,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16659,Kepler-282 c,Kepler-282,c,Transit,13.63894000,,,,796,0.01228,2013-10-28,2014-01-08,2013-10-28,0,0
16660,Kepler-282 c,Kepler-282,c,Transit,13.63952500,,,,762,0.01261,2015-08-25,2015-09-24,2015-08-25,0,0
16661,Kepler-282 d,Kepler-282,d,Transit,,0.257,,,,,2018-09-04,2018-10,2018-09-06,0,0
16662,Kepler-282 d,Kepler-282,d,Transit,24.80567750,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16663,Kepler-282 d,Kepler-282,d,Transit,24.80573400,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16664,Kepler-282 d,Kepler-282,d,Transit,24.80568031,0.208,,,,0.02374,2016-05-06,2016-05,2016-05-10,0,0
16665,Kepler-282 d,Kepler-282,d,Transit,24.80568031,,,,624,0.02374,2014-11-18,2014-12-04,2014-11-18,0,0
16666,Kepler-282 d,Kepler-282,d,Transit,24.80446000,,,,653,0.02273,2013-10-28,2014-01-08,2013-10-28,0,0
16667,Kepler-282 d,Kepler-282,d,Transit,24.80568031,,,,624,0.02374,2015-08-25,2015-09-24,2015-08-25,0,0
16668,Kepler-282 d,Kepler-282,d,Transit,24.80568031,,,,624,0.02374,2014-11-21,2014-12-18,2014-11-21,0,0
16669,Kepler-282 d,Kepler-282,d,Transit,24.80567750,,,,588,0.02267,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16670,Kepler-282 d,Kepler-282,d,Transit,24.80600000,0.219,0.19200,,,,2014-05-14,2014-02,2014-05-14,0,0
16671,Kepler-282 d,Kepler-282,d,Transit,24.80565653,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16672,Kepler-282 e,Kepler-282,e,Transit,44.34738006,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16673,Kepler-282 e,Kepler-282,e,Transit,44.34738481,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16674,Kepler-282 e,Kepler-282,e,Transit,44.34709950,0.235,,,,0.02673,2016-05-06,2016-05,2016-05-10,0,0
16675,Kepler-282 e,Kepler-282,e,Transit,44.34700000,0.277,0.17700,,,,2014-05-14,2014-02,2014-05-14,0,0
16676,Kepler-282 e,Kepler-282,e,Transit,44.34713000,,,,538,0.02853,2013-10-28,2014-01-08,2013-10-28,0,0
16677,Kepler-282 e,Kepler-282,e,Transit,44.34709950,,,,515,0.02673,2014-11-21,2014-12-18,2014-11-21,0,0
16678,Kepler-282 e,Kepler-282,e,Transit,44.34719360,,,,484,0.02573,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16679,Kepler-282 e,Kepler-282,e,Transit,44.34709950,,,,515,0.02673,2015-08-25,2015-09-24,2015-08-25,0,0
16680,Kepler-282 e,Kepler-282,e,Transit,,0.291,,,,,2018-09-04,2018-10,2018-09-06,0,0
16681,Kepler-282 e,Kepler-282,e,Transit,44.34709950,,,,515,0.02673,2014-11-18,2014-12-04,2014-11-18,0,0
16682,Kepler-282 e,Kepler-282,e,Transit,44.34719360,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16683,Kepler-283 b,Kepler-283,b,Transit,11.00817635,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16684,Kepler-283 b,Kepler-283,b,Transit,11.00815100,0.190,,,,,2014-05-14,2014-03,2014-05-14,0,0
16685,Kepler-283 b,Kepler-283,b,Transit,,0.212,,,,,2018-09-04,2018-10,2018-09-06,0,0
16686,Kepler-283 b,Kepler-283,b,Transit,11.00816300,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16687,Kepler-283 b,Kepler-283,b,Transit,11.00812100,,,,501,0.04480,2013-10-28,2014-01-08,2013-10-28,0,0
16688,Kepler-283 b,Kepler-283,b,Transit,,0.273,,,,,2016-02-10,2013-12,2016-02-11,0,0
16689,Kepler-283 b,Kepler-283,b,Transit,11.00823021,0.307,,,651,0.04400,2016-02-24,2012-05,2016-02-25,0,0
16690,Kepler-283 b,Kepler-283,b,Transit,11.00815926,,,,653,0.04139,2014-11-21,2014-12-18,2014-11-21,0,0
16691,Kepler-283 b,Kepler-283,b,Transit,11.00815926,,,,653,0.04139,2015-08-25,2015-09-24,2015-08-25,0,0
16692,Kepler-283 b,Kepler-283,b,Transit,11.00815926,0.240,,,,0.04139,2016-05-06,2016-05,2016-05-10,0,0
16693,Kepler-283 b,Kepler-283,b,Transit,11.00815926,,,,653,0.04139,2014-11-18,2014-12-04,2014-11-18,0,0
16694,Kepler-283 b,Kepler-283,b,Transit,11.00817635,,,,488,0.03390,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16695,Kepler-283 b,Kepler-283,b,Transit,11.00816627,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16696,Kepler-283 c,Kepler-283,c,Transit,92.74371100,0.162,,,,,2014-05-14,2014-03,2014-05-14,0,0
16697,Kepler-283 c,Kepler-283,c,Transit,92.74812144,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16698,Kepler-283 c,Kepler-283,c,Transit,92.74957770,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16699,Kepler-283 c,Kepler-283,c,Transit,92.74902300,2.882,,,,0.49186,2016-05-06,2016-05,2016-05-10,0,0
16700,Kepler-283 c,Kepler-283,c,Transit,92.74902300,,,,321,0.49186,2015-08-25,2015-09-24,2015-08-25,0,0
16701,Kepler-283 c,Kepler-283,c,Transit,,0.206,,,,,2016-02-10,2013-12,2016-02-11,0,0
16702,Kepler-283 c,Kepler-283,c,Transit,,0.183,,,,,2018-09-04,2018-10,2018-09-06,0,0
16703,Kepler-283 c,Kepler-283,c,Transit,92.74957770,,,,240,0.02939,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16704,Kepler-283 c,Kepler-283,c,Transit,92.73880000,,,,247,0.03380,2013-10-28,2014-01-08,2013-10-28,0,0
16705,Kepler-283 c,Kepler-283,c,Transit,92.74902300,,,,321,0.49186,2014-11-21,2014-12-18,2014-11-21,0,0
16706,Kepler-283 c,Kepler-283,c,Transit,92.74902300,,,,321,0.49186,2014-11-18,2014-12-04,2014-11-18,0,0
16707,Kepler-283 c,Kepler-283,c,Transit,92.74935577,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16708,Kepler-284 b,Kepler-284,b,Transit,12.69905011,,,,686,0.02724,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16709,Kepler-284 b,Kepler-284,b,Transit,12.69902995,0.229,,,,0.02702,2016-05-06,2016-05,2016-05-10,0,0
16710,Kepler-284 b,Kepler-284,b,Transit,,0.205,,,,,2018-09-04,2018-10,2018-09-06,0,0
16711,Kepler-284 b,Kepler-284,b,Transit,12.69905011,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16712,Kepler-284 b,Kepler-284,b,Transit,12.69906000,,,,692,0.02850,2013-10-28,2014-01-08,2013-10-28,0,0
16713,Kepler-284 b,Kepler-284,b,Transit,12.69906344,,,,,,2019-04-16,2019-03,2019-04-18,0,0
